Method   ; URI                                                  ; Name                             ; Action                                                                      ; Middleware                                           ;
GET|HEAD ; sai/editar/{id}                                      ; sai.edit                         ; App\Http\Controllers\Policiais\SaiController@edit                           ; web,permission:sai,permission:editar-sai             ;
GET|HEAD ; sai/lista/{ano}                                      ; sai.lista                        ; App\Http\Controllers\Policiais\SaiController@lista                          ; web,permission:sai,permission:listar-sai             ;
GET|HEAD ; sai/motivo/{ano}                                     ; sai.motivo                       ; App\Http\Controllers\Policiais\SaiController@motivo                         ; web,permission:sai,permission:listar-sai             ;
GET|HEAD ; sai/prazos/{ano}                                     ; sai.prazos                       ; App\Http\Controllers\Policiais\SaiController@prazos                         ; web,permission:sai,permission:listar-sai             ;
GET|HEAD ; sai/recuperar/{id}                                   ; sai.restore                      ; App\Http\Controllers\Policiais\SaiController@restore                        ; web,permission:sai,role:admin                        ;
GET|HEAD ; sai/remover/{id}                                     ; sai.destroy                      ; App\Http\Controllers\Policiais\SaiController@destroy                        ; web,permission:sai,permission:apagar-sai             ;
GET|HEAD ; sai/resultado/{ano}                                  ; sai.resultado                    ; App\Http\Controllers\Policiais\SaiController@resultado                      ; web,permission:sai,permission:listar-sai             ;
POST     ; sai/salvar                                           ; sai.store                        ; App\Http\Controllers\Policiais\SaiController@store                          ; web,permission:sai,permission:criar-sai              ;
GET|HEAD ; sai/ver/{id}                                         ; sai.show                         ; App\Http\Controllers\Policiais\SaiController@show                           ; web,permission:sai,permission:ver-sai                ;
GET|HEAD ; session/dados                                        ; session.dados                    ; App\Http\Controllers\Dev\SessionController@dados                            ; web                                                  ;
GET|HEAD ; sindicancia                                          ; sindicancia.index                ; App\Http\Controllers\Proc\SindicanciaController@index                       ; web,permission:listar-sindicancia                    ;
GET|HEAD ; sindicancia/andamento/{ano}                          ; sindicancia.andamento            ; App\Http\Controllers\Proc\SindicanciaController@andamento                   ; web,permission:listar-sindicancia                    ;
GET|HEAD ; sindicancia/apagados/{ano}                           ; sindicancia.apagados             ; App\Http\Controllers\Proc\SindicanciaController@apagados                    ; web,role:admin                                       ;
GET|HEAD ; sindicancia/apagar/{id}                              ; sindicancia.forceDelete          ; App\Http\Controllers\Proc\SindicanciaController@forceDelete                 ; web,role:admin                                       ;
PUT      ; sindicancia/atualizar/{id}                           ; sindicancia.update               ; App\Http\Controllers\Proc\SindicanciaController@update                      ; web,permission:editar-sindicancia                    ;
GET|HEAD ; sindicancia/criar                                    ; sindicancia.create               ; App\Http\Controllers\Proc\SindicanciaController@create                      ; web,permission:criar-sindicancia                     ;
GET|HEAD ; sindicancia/editar/{ref}/{ano?}                      ; sindicancia.edit                 ; App\Http\Controllers\Proc\SindicanciaController@edit                        ; web,permission:editar-sindicancia                    ;
GET|HEAD ; sindicancia/lista/{ano}                              ; sindicancia.lista                ; App\Http\Controllers\Proc\SindicanciaController@lista                       ; web,permission:listar-sindicancia                    ;
GET|HEAD ; sindicancia/prazos/{ano}                             ; sindicancia.prazos               ; App\Http\Controllers\Proc\SindicanciaController@prazos                      ; web,permission:listar-sindicancia                    ;
GET|HEAD ; sindicancia/recuperar/{id}                           ; sindicancia.restore              ; App\Http\Controllers\Proc\SindicanciaController@restore                     ; web,role:admin                                       ;
GET|HEAD ; sindicancia/rel_situacao/{ano}                       ; sindicancia.rel_situacao         ; App\Http\Controllers\Proc\SindicanciaController@rel_situacao                ; web,permission:listar-sindicancia                    ;
GET|HEAD ; sindicancia/remover/{id}                             ; sindicancia.destroy              ; App\Http\Controllers\Proc\SindicanciaController@destroy                     ; web,permission:apagar-sindicancia                    ;
GET|HEAD ; sindicancia/resultado/{ano}                          ; sindicancia.resultado            ; App\Http\Controllers\Proc\SindicanciaController@resultado                   ; web,permission:listar-sindicancia                    ;
POST     ; sindicancia/salvar                                   ; sindicancia.store                ; App\Http\Controllers\Proc\SindicanciaController@store                       ; web,permission:criar-sindicancia                     ;
GET|HEAD ; sindicancia/ver/{ref}/{ano?}                         ; sindicancia.show                 ; App\Http\Controllers\Proc\SindicanciaController@show                        ; web,permission:ver-sindicancia                       ;
GET|HEAD ; sjd                                                  ; sjd.index                        ; App\Http\Controllers\Administracao\SjdController@index                      ; web,role:admin,auth                                  ;
PUT      ; sjd/atualizar/{id}                                   ; sjd.update                       ; App\Http\Controllers\Administracao\SjdController@update                     ; web,role:admin,auth                                  ;
GET|HEAD ; sjd/criar                                            ; sjd.create                       ; App\Http\Controllers\Administracao\SjdController@create                     ; web,role:admin,auth                                  ;
GET|HEAD ; sjd/editar/{id}                                      ; sjd.edit                         ; App\Http\Controllers\Administracao\SjdController@edit                       ; web,role:admin,auth                                  ;
DELETE   ; sjd/remover/{id}                                     ; sjd.destroy                      ; App\Http\Controllers\Administracao\SjdController@destroy                    ; web,role:admin,auth                                  ;
POST     ; sjd/salvar                                           ; sjd.store                        ; App\Http\Controllers\Administracao\SjdController@store                      ; web,role:admin,auth                                  ;
POST     ; sobrestamento/{id}                                   ; sobrestamento.inserir            ; App\Http\Controllers\Proc\SobrestamentoController@inserir                   ; web                                                  ;
GET|HEAD ; suspenso                                             ; suspenso.index                   ; App\Http\Controllers\Policiais\SuspensoController@index                     ; web,permission:listar-suspensos                      ;
GET|HEAD ; suspenso/apagados                                    ; suspenso.apagados                ; App\Http\Controllers\Policiais\SuspensoController@apagados                  ; web,role:admin                                       ;
GET|HEAD ; suspenso/apagar/{id}                                 ; suspenso.forceDelete             ; App\Http\Controllers\Policiais\SuspensoController@forceDelete               ; web,role:admin                                       ;
PUT      ; suspenso/atualizar/{id}                              ; suspenso.update                  ; App\Http\Controllers\Policiais\SuspensoController@update                    ; web,permission:editar-suspensos                      ;
GET|HEAD ; suspenso/criar                                       ; suspenso.create                  ; App\Http\Controllers\Policiais\SuspensoController@create                    ; web,permission:criar-suspensos                       ;
GET|HEAD ; suspenso/editar/{id}                                 ; suspenso.edit                    ; App\Http\Controllers\Policiais\SuspensoController@edit                      ; web,permission:editar-suspensos                      ;
GET|HEAD ; suspenso/recuperar/{id}                              ; suspenso.restore                 ; App\Http\Controllers\Policiais\SuspensoController@restore                   ; web,role:admin                                       ;
GET|HEAD ; suspenso/remover/{id}                                ; suspenso.destroy                 ; App\Http\Controllers\Policiais\SuspensoController@destroy                   ; web,permission:apagar-suspensos                      ;
POST     ; suspenso/salvar                                      ; suspenso.store                   ; App\Http\Controllers\Policiais\SuspensoController@store                     ; web,permission:criar-suspensos                       ;
GET|HEAD ; termo                                                ; term.index                       ; App\Http\Controllers\Administracao\TermController@index                     ; web,auth                                             ;
GET|HEAD ; termo/criar/{id}                                     ; term.create                      ; App\Http\Controllers\Administracao\TermController@create                    ; web,auth                                             ;
POST     ; termo/salvar/{id}                                    ; term.store                       ; App\Http\Controllers\Administracao\TermController@store                     ; web,auth                                             ;
GET|HEAD ; usuario                                              ; user.index                       ; App\Http\Controllers\Administracao\User\UserController@index                ; web,auth                                             ;
PUT      ; usuario/atualizar/{id}                               ; user.update                      ; App\Http\Controllers\Administracao\User\UserController@update               ; web,auth                                             ;
GET|HEAD ; usuario/criar                                        ; user.create                      ; App\Http\Controllers\Administracao\User\UserController@create               ; web,auth                                             ;
GET|HEAD ; usuario/editar/{id}                                  ; user.edit                        ; App\Http\Controllers\Administracao\User\UserController@edit                 ; web,auth                                             ;
GET|HEAD ; usuario/manual                                       ; user.manual                      ; App\Http\Controllers\Administracao\User\UserController@manual               ; web,auth                                             ;
GET|HEAD ; usuario/remover/{id}                                 ; user.destroy                     ; App\Http\Controllers\Administracao\User\UserController@destroy              ; web,auth                                             ;
POST     ; usuario/salvar                                       ; user.store                       ; App\Http\Controllers\Administracao\User\UserController@store                ; web,auth                                             ;
GET|HEAD ; usuario/{id}/bloquear                                ; user.block                       ; App\Http\Controllers\Administracao\User\UserController@block                ; web,auth                                             ;
GET|HEAD ; usuario/{id}/desbloquear                             ; user.unblock                     ; App\Http\Controllers\Administracao\User\UserController@unblock              ; web,auth                                             ;
GET|HEAD ; usuario/{id}/senha                                   ; user.pass                        ; App\Http\Controllers\Administracao\User\PasswordController@passedit         ; web,auth                                             ;
PUT      ; usuario/{id}/senhaatualizar                          ; user.passupdate                  ; App\Http\Controllers\Administracao\User\PasswordController@passupdate       ; web,auth                                             ;
GET|HEAD ; usuario/{id}/termocriar                              ; user.termocriar                  ; App\Http\Controllers\Administracao\User\TermosController@termocriar         ; web                                                  ;
POST     ; usuario/{id}/termosalvar                             ; user.termosalvar                 ; App\Http\Controllers\Administracao\User\TermosController@termosalvar        ; web                                                  ;
GET|HEAD ; usuario/{id}/{resend}/reenviar                       ; user.sendMail                    ; App\Http\Controllers\Administracao\User\UserController@sendMail             ; web,auth                                             
